,INTERSECT
778,True
2379,False
1622,True
3075,False
1642,False
571,False
1683,False
1948,False
3037,False
1040,False
2460,False
1721,False
2428,False
527,False
79,True
604,True
944,True
311,False
1755,False
94,False
1379,False
3725,True
1114,False
405,True
1269,False
1960,False
339,True
3671,False
2473,False
1009,True
585,False
2996,True
3265,False
1659,False
1095,False
283,False
3697,True
1350,True
1276,False
2976,False
3239,False
375,False
3653,False
2794,False
556,True
2775,False
3428,False
1462,False
661,False
2297,False
2664,False
1305,False
2760,False
750,False
3004,True
530,False
706,False
365,True
67,False
2789,False
3724,False
1560,True
451,False
61,True
2670,True
1534,False
1646,False
1165,False
3043,False
2222,True
2387,False
3756,False
2044,False
3451,True
21,False
500,False
3703,True
2650,True
1951,True
2255,True
3678,False
1373,False
1849,False
909,False
3538,False
1552,False
3552,False
2494,False
1937,False
2860,False
3539,False
78,False
1986,False
108,True
1983,False
2330,False
358,False
2850,False
3107,False
1691,False
3381,False
1788,False
865,False
3387,True
1602,False
310,False
2177,False
1290,False
3058,True
997,True
34,False
959,False
2097,False
586,False
2337,True
461,True
535,False
3681,False
417,False
2117,False
1341,False
977,False
2401,False
3306,True
99,False
1432,False
673,True
3353,False
2028,False
729,False
2955,False
3617,False
2281,False
1921,False
280,False
1147,False
3286,False
2036,False
2383,False
2546,False
493,False
3422,False
2047,False
1762,False
1151,False
378,False
1797,False
1118,False
936,False
1127,False
1274,True
810,True
937,False
503,False
266,False
3636,False
3347,False
3212,True
3591,False
1094,False
621,False
1100,False
1139,False
2513,False
3273,True
1550,False
1836,True
2133,False
2671,False
861,False
184,False
82,False
2595,False
1893,False
320,False
1266,False
3726,False
1005,False
3313,True
224,False
713,False
3256,True
2968,False
1229,False
2957,False
956,False
3714,False
3193,False
1844,False
900,False
425,False
2656,False
1714,False
3449,False
3483,False
3392,False
1767,False
929,True
2522,False
328,False
2348,False
2372,False
605,True
3143,False
3103,True
188,False
800,False
1077,False
2308,False
660,False
3294,False
1752,False
371,True
145,False
1152,False
3358,False
1008,True
62,False
1281,False
1976,False
3238,False
2045,True
1587,False
113,False
1238,False
1463,False
726,True
1801,False
2600,False
3621,True
2540,False
2993,False
818,False
2060,True
2354,False
1754,False
1412,False
1897,False
1400,False
1461,False
3385,True
98,True
1232,False
572,True
1991,False
2314,False
2769,False
1498,False
1970,False
1337,False
426,False
986,False
534,False
1572,False
690,False
2643,False
1503,False
36,False
2500,False
757,False
2724,False
1157,False
3085,False
285,False
3014,False
854,True
176,False
41,False
381,False
817,False
869,True
882,False
3506,False
1922,False
44,False
3399,False
2963,False
3336,True
1345,False
3000,False
821,False
2471,False
2219,True
354,True
3066,False
1261,False
2089,False
1974,False
3495,False
2367,False
3288,False
3126,False
1311,False
676,False
1273,False
185,True
2651,False
1924,True
2011,False
1453,False
116,False
912,False
2894,False
1171,False
2021,False
3608,False
2241,True
2336,False
15,True
1443,False
3131,False
2400,False
2441,False
1364,False
2748,False
1704,False
1715,False
1843,False
759,True
2796,False
2083,False
1756,False
2432,False
642,False
248,True
3440,True
1109,False
1214,False
2254,True
3015,False
1278,False
2343,False
2558,False
76,False
3180,False
1083,True
3466,True
506,False
2579,True
2492,True
3167,False
368,False
1890,True
784,True
811,False
1475,False
1875,False
2142,False
1742,False
841,False
2157,False
2453,False
1202,False
3318,False
3727,False
2845,True
1867,False
2292,False
3372,False
3340,False
963,False
568,False
1499,False
1910,False
456,False
2810,True
3522,False
852,False
1949,False
2129,False
2099,True
1729,False
767,False
1625,False
1573,False
3259,False
3546,False
2573,False
874,True
351,True
2676,False
3144,False
3526,True
2544,False
2649,False
3213,False
765,False
2515,False
1359,True
1615,False
1794,False
1769,False
1318,False
209,False
367,True
2394,False
392,False
1181,True
2523,False
2612,False
983,False
59,True
1366,True
3328,True
1807,False
12,False
2557,False
3355,True
616,True
2868,False
1024,True
3424,False
3095,False
3366,False
1288,False
3577,False
1352,False
3371,False
3437,False
1043,False
554,False
1219,False
2697,False
573,True
3211,True
3690,False
1130,True
1533,True
221,False
736,False
2922,True
1824,False
273,False
1685,True
3152,False
663,False
828,False
466,True
2358,False
1713,False
1848,False
1239,False
1959,True
2220,False
577,True
3070,False
3597,False
401,False
629,False
601,False
2800,True
2138,False
287,False
540,True
3162,False
1038,False
3427,False
999,False
1551,False
3666,False
77,False
3164,False
2377,True
24,False
3342,True
68,False
3405,False
3375,False
2896,False
480,False
2293,False
1909,False
3389,True
1149,False
620,False
2732,False
407,True
291,True
3156,False
2902,False
1911,False
3739,True
837,False
3255,False
2566,True
133,False
3540,False
3312,False
3569,True
3012,False
2856,False
2717,False
149,False
2625,False
1913,False
2451,False
1608,False
1530,True
2795,False
3581,False
1223,False
3017,False
592,False
1545,True
422,False
1535,False
484,False
3310,False
153,True
2380,False
3639,False
472,False
3523,False
3201,False
2843,True
3326,False
1369,False
2677,False
457,False
694,True
2553,False
326,False
747,False
1905,False
1778,False
2542,False
3170,False
512,False
3716,False
1317,False
1965,False
431,False
1640,False
2640,False
1382,True
3721,False
3489,False
2662,True
3688,False
1049,False
2266,False
307,False
2124,False
3247,False
1494,False
3743,False
2125,False
1010,False
1490,True
2607,False
672,False
2165,False
2861,False
2327,False
1297,False
2786,False
3623,False
658,False
872,False
123,False
2437,False
366,False
2110,False
3337,False
3635,True
20,False
107,False
891,False
2944,False
3231,False
1706,False
1280,True
1666,True
2777,False
1603,True
243,False
3549,False
3322,False
228,False
3011,False
819,False
2698,False
3109,False
85,True
2653,True
3396,False
2947,False
1073,False
2975,False
179,False
1483,False
2132,False
3415,False
2213,False
2828,False
735,False
3155,False
2761,False
579,False
1652,False
3174,False
746,False
1284,False
1170,False
3694,False
2412,False
3296,False
1784,False
2521,False
2092,False
1236,False
1208,True
2160,False
1496,False
2231,False
2584,False
2578,False
607,True
2942,False
200,False
2879,False
3443,False
3589,False
1106,False
296,False
208,False
2462,False
2710,True
2533,False
2048,False
1006,False
2622,False
2880,False
1585,False
374,True
2914,False
1720,False
197,False
3030,False
1374,False
3130,False
1828,False
2224,False
2086,False
2298,False
458,True
2279,True
751,False
3028,False
2581,False
910,False
1209,False
1115,False
1041,False
3241,False
2632,True
1888,False
3461,False
1920,True
3373,False
1808,False
347,False
1293,False
842,False
1601,False
2706,False
1473,True
460,False
2936,False
943,False
693,False
2875,True
2918,False
788,False
246,False
550,False
928,True
1874,False
1999,False
396,True
394,False
808,False
2937,False
1682,True
1022,False
2764,True
2310,True
2443,False
282,False
2480,False
3580,False
1272,False
1440,True
276,False
3391,True
849,False
300,False
452,True
827,False
3752,False
1883,False
1994,False
2424,False
1444,False
1285,False
1243,False
379,True
576,False
2118,False
1786,False
531,False
490,False
1045,False
1241,False
406,False
2245,False
2291,False
1409,False
871,True
2085,False
651,True
633,False
1348,False
532,False
1700,False
2916,False
1377,False
1699,False
1252,False
1019,False
1477,True
4,False
2802,False
444,True
489,False
2312,False
2139,False
2300,True
3081,False
2270,False
2687,False
2740,False
1455,False
313,False
2779,False
177,False
1085,False
3114,True
1749,False
2984,False
3455,False
3307,True
1544,False
349,True
2801,False
3566,False
2478,False
244,False
3262,True
2873,True
1738,False
2519,True
600,False
1591,True
1651,False
3309,True
2720,False
1825,False
2512,False
2703,False
3448,False
2223,False
3575,False
2243,False
2173,False
383,False
3291,False
547,False
2628,True
611,False
3041,False
1123,False
2438,False
434,False
3200,False
546,False
2949,False
2887,True
117,False
2158,False
2564,False
1998,True
931,False
81,False
1681,True
2536,False
1830,False
299,False
599,False
2714,False
3335,False
136,False
2029,False
652,False
3497,False
3614,False
1227,False
1760,False
1593,False
3278,False
1764,False
1722,False
3707,False
3498,False
3710,False
2833,True
1657,False
3317,False
792,False
2548,False
1220,False
2713,False
377,False
1812,True
1556,False
2073,False
781,False
863,False
1294,False
2633,False
2826,False
3567,False
1664,False
1597,False
251,True
1641,True
3479,False
304,False
2392,False
271,True
743,False
510,True
1598,False
906,False
1018,False
416,False
137,False
1592,False
1492,False
1175,False
1687,False
174,False
2264,False
187,False
3319,False
1256,False
3217,False
878,False
124,False
1465,False
877,False
722,False
1923,False
553,False
3173,False
1739,False
1902,False
3640,True
1028,False
2721,False
2667,False
1436,False
3674,True
3711,False
3505,False
2119,False
2762,True
43,True
1192,False
772,False
1108,False
1262,False
491,False
1526,False
1062,False
87,False
223,False
341,False
330,False
3338,True
669,True
3190,False
2467,False
3563,False
3374,False
2475,False
2454,False
2479,False
1340,False
2249,False
563,True
3712,False
2105,True
140,False
2642,False
3454,False
2116,False
3285,False
1368,False
3528,False
2238,False
3016,False
3132,False
154,False
920,False
1346,False
2554,False
1671,False
1030,False
1899,True
989,False
3677,False
3560,False
2610,False
421,False
2398,False
2167,False
486,False
1984,False
1811,False
3434,False
3533,False
239,False
3195,False
3474,False
2746,False
3463,True
2087,False
2248,True
1619,False
975,False
1068,False
2792,True
3565,False
1633,False
2209,False
109,True
766,False
1735,False
2960,True
2419,False
1520,False
2151,False
172,False
1915,False
2728,False
1679,False
1798,False
1581,False
3159,False
3504,False
86,False
1383,False
230,False
1485,False
2421,False
206,False
2052,True
2585,False
1253,False
1141,False
1982,False
2725,False
3408,False
488,True
3033,False
1131,False
1332,False
911,False
2188,False
1558,False
3664,False
3244,True
3101,False
3632,False
2391,True
3717,False
2909,False
2168,False
3334,False
2104,False
2986,False
3268,False
1674,True
637,False
2813,False
42,False
2608,False
895,False
3181,False
1566,False
2260,False
3059,False
1892,False
1217,False
332,False
1014,False
711,False
1107,True
565,False
2824,True
3194,True
1758,False
3094,False
3351,True
432,False
2338,False
2416,False
2576,True
1372,False
2529,False
774,True
1389,False
3208,False
1279,False
1595,False
479,False
1708,False
3475,False
411,True
2619,False
1653,False
892,False
3027,False
969,True
324,False
1451,False
941,False
1635,False
1354,False
1292,True
3536,False
1052,False
2799,False
2469,False
2874,False
615,False
408,False
2113,False
3705,True
3686,False
3234,False
691,False
1162,True
65,True
3023,False
1846,True
1992,False
2696,True
718,False
3662,True
538,False
3723,False
212,False
3065,False
790,False
1119,False
760,False
327,False
2476,False
2440,False
1710,False
1626,False
315,False
2033,False
3486,False
2571,False
675,False
1768,False
3647,False
2626,False
2229,False
142,False
1529,False
485,False
73,False
3637,True
716,False
3172,False
974,False
1943,False
2678,False
1344,True
114,False
89,False
3161,False
1823,False
2169,False
183,False
1392,False
1730,True
235,False
1263,False
3450,False
707,False
277,True
2332,False
2624,False
2155,True
1087,False
1546,True
1782,False
3604,False
2878,False
3250,True
638,True
3458,True
557,False
3189,True
3053,False
2096,False
570,False
1800,True
2562,False
1445,True
3521,False
917,True
2866,False
1789,False
2679,False
2415,False
2015,False
404,False
1632,True
2114,False
2414,False
1599,False
17,False
2053,False
960,False
1386,False
126,False
471,False
1623,False
3625,False
3507,False
2682,False
574,False
2127,False
1606,False
249,False
1790,True
1287,False
2226,False
1296,False
1724,False
2195,False
2178,True
3751,True
3425,False
1347,False
623,False
2743,False
1643,True
3031,False
3488,False
8,True
2328,True
3609,False
2736,False
3083,False
2316,False
679,False
3379,False
3459,False
3650,False
2140,False
2583,False
446,False
958,False
3467,True
1117,False
773,True
1639,False
3514,False
650,True
1814,False
3013,False
763,False
2253,False
3330,False
1584,False
247,True
1574,False
2641,False
1743,False
3665,True
1054,False
1757,False
1178,False
2405,False
688,False
2928,False
3518,False
1070,False
2109,False
2417,False
1329,False
2019,False
3535,True
3599,False
219,True
2793,False
1995,False
3548,False
1242,False
1589,False
984,False
1567,False
2774,False
477,False
1212,False
3520,False
1527,True
234,False
1776,False
1629,False
2755,False
3361,False
2433,False
2665,False
2403,False
957,False
1155,False
380,True
888,False
259,False
1810,False
1224,False
245,True
481,False
1543,False
569,False
2987,False
2927,False
170,False
1437,True
3207,True
3292,True
1376,False
3246,False
2076,False
207,False
1199,False
211,True
775,False
2272,False
3022,False
2749,False
1166,False
839,False
2339,True
674,False
350,True
2353,False
2767,True
2295,False
1264,False
3398,False
1122,False
70,True
3264,False
3165,False
567,False
1966,True
2206,False
2959,True
1813,False
2282,False
267,True
2145,False
505,False
1113,False
883,False
387,False
3439,False
2376,False
1441,False
2274,False
2356,False
2745,False
1116,False
1027,False
1385,False
297,False
1707,False
191,False
2788,False
3019,False
1245,False
3586,False
2064,False
151,False
561,False
2285,False
2148,False
2663,False
3032,True
3607,False
2370,False
2456,False
3341,False
2885,False
3089,False
3377,False
2834,False
3384,False
1765,False
3169,False
1942,False
3254,False
1143,False
263,True
2906,False
2863,False
3554,False
2602,False
2349,False
862,False
2930,False
2934,False
3108,False
2569,False
2669,True
756,False
3057,False
979,False
1977,False
990,False
1761,False
3669,True
1745,False
1013,False
130,False
770,False
2951,False
1826,False
2393,False
1076,False
3736,True
1218,False
3661,False
198,False
1702,False
580,False
1309,False
1104,True
2088,False
2344,True
143,True
1150,False
1753,False
2693,True
400,False
2660,True
292,False
2804,False
533,False
355,False
88,False
419,False
1304,False
6,False
684,False
3293,False
1069,False
1958,False
884,False
3761,False
3493,False
2603,False
433,False
3055,False
190,False
3257,False
2752,False
692,False
2287,False
1817,False
2560,False
594,False
2434,False
3188,False
2969,False
1055,False
3302,False
677,False
744,False
1459,False
1630,False
225,False
2597,False
922,True
705,False
1952,False
3147,False
1650,False
1962,False
1325,False
3503,False
2389,False
2302,False
701,False
3202,False
2031,False
175,False
441,False
1882,True
3367,False
3236,False
2382,False
3432,False
2881,False
93,True
1872,False
2375,False
1521,False
927,False
504,False
1930,False
152,True
2495,False
2952,False
2629,False
100,True
2577,False
2320,True
813,False
3388,False
549,False
1906,False
3320,False
3249,False
918,False
1950,False
1168,True
646,True
659,False
2378,False
1225,True
3476,False
1688,False
1717,False
596,False
3299,False
1677,False
1804,True
1697,False
671,True
3579,False
1415,False
1474,True
201,True
2999,False
3494,False
1007,False
3622,True
3227,False
2862,False
1469,True
1985,False
2461,False
131,False
2077,False
3124,True
2303,True
1793,False
2258,False
1791,False
1126,False
3646,True
2593,False
3219,True
3421,False
2193,False
1837,False
3072,False
2846,False
115,False
1876,False
1086,False
1460,False
1667,False
603,False
40,False
438,False
945,False
1324,False
2945,False
3117,False
734,True
2971,True
2550,False
3220,False
1036,False
2426,False
3416,False
1102,False
7,False
2611,False
2615,True
483,False
2780,False
2572,False
709,False
628,False
2776,False
1980,False
2032,False
138,False
361,False
1250,False
1001,False
1200,False
1322,False
2772,False
265,True
2716,False
2345,False
609,False
3588,False
2268,False
2468,False
1051,False
2450,True
2385,False
2911,False
2131,True
1124,False
1661,False
2820,False
3746,False
3722,False
181,True
1935,True
3324,False
2965,False
2590,False
3696,False
1562,False
1167,False
3078,False
2444,False
657,False
3237,False
3642,True
879,False
803,False
2256,True
2832,True
3183,True
3051,True
2211,False
3284,False
2631,False
3024,False
1187,False
1472,False
2208,False
180,False
2472,False
1144,False
1129,False
3049,False
1452,False
3112,False
2199,False
1406,True
2614,False
30,False
1510,False
2365,True
1096,False
1417,True
3472,False
2134,False
2900,False
724,False
3740,True
515,True
388,True
3128,False
786,False
3555,True
2672,True
1860,False
2502,False
72,False
2020,False
2830,False
2661,False
329,False
470,False
1257,False
1963,False
2759,False
2910,False
2484,False
2939,False
1404,True
3762,False
1727,True
3600,True
3683,False
1763,False
3087,True
3245,False
3744,False
1132,False
3352,True
2797,False
1035,False
3557,False
56,False
3420,False
689,False
16,True
3537,False
2486,False
2427,False
1624,False
2818,False
178,False
2395,False
2485,False
2912,True
805,False
2953,False
1004,False
845,False
2962,False
2814,True
3093,False
2731,False
3620,True
2683,False
1617,False
3370,False
730,False
410,False
2455,False
3531,True
695,False
622,False
1927,True
1482,False
1989,False
2926,True
1945,True
2466,False
269,False
1179,False
132,False
1476,False
3473,False
785,False
1414,False
161,False
1228,True
442,False
440,True
3269,False
998,True
2582,False
1486,False
1938,False
2655,False
518,False
1723,False
3445,False
526,False
2904,False
680,False
1249,False
3129,False
430,True
14,True
121,False
3605,True
3046,False
1121,False
1809,False
3631,True
2017,False
1618,False
3404,False
645,False
1616,False
420,True
2594,False
2839,True
1649,False
2315,False
2872,False
1663,False
3695,False
2787,False
2488,False
1517,False
686,False
2508,False
3672,False
3655,False
232,False
2163,False
302,True
169,False
1669,False
1156,False
3411,True
2574,False
631,True
2218,False
84,False
2545,True
2288,False
876,False
812,False
2741,False
993,False
3602,False
2499,False
832,False
1479,False
3368,False
2246,True
2294,False
1326,False
3550,False
1053,False
290,False
1916,False
2250,False
1416,False
3151,False
3641,False
308,False
3090,True
1185,True
2496,True
1291,True
1063,True
564,False
1375,False
1734,False
3615,False
1870,False
3738,False
2753,False
996,False
2399,True
2829,False
2388,False
3097,True
1689,False
69,False
2121,False
2489,False
3382,True
859,False
2016,True
322,False
793,False
9,False
948,False
2978,True
3160,False
402,False
3281,False
2184,False
1343,True
1540,False
476,False
1536,False
2943,False
25,True
357,False
252,False
3700,False
1518,False
641,False
3558,False
1575,True
2903,True
2112,False
2838,True
3606,True
3297,False
127,False
429,False
2237,True
348,False
2758,True
3616,False
439,False
3624,False
2729,False
1026,False
2239,False
2102,False
539,False
1672,False
71,False
293,False
2723,False
2289,False
1557,False
403,False
3008,False
1308,True
3118,False
939,True
384,False
3267,True
536,False
1133,False
286,True
1222,True
494,False
2699,False
868,True
3060,False
2719,False
3618,False
33,False
1500,False
1458,True
338,False
2913,False
761,False
1954,False
522,False
2120,False
3460,True
951,False
1547,True
1847,False
3063,True
1457,True
919,False
2565,False
1891,False
393,False
2768,False
3380,True
1338,False
1321,False
1195,False
2685,True
3643,False
1638,False
147,True
555,False
714,False
57,True
1393,False
1363,False
2701,False
1725,False
1912,False
2319,False
213,False
857,False
237,True
53,False
1956,False
2808,False
3403,False
2422,False
1438,False
359,False
1306,True
2537,False
3501,False
2917,False
915,False
1467,False
3068,False
508,False
18,True
1978,False
465,False
3001,False
3080,False
850,False
1191,False
319,False
272,True
2750,False
1987,True
0,False
587,False
794,False
3283,False
119,True
2853,False
3465,True
2043,False
3260,False
3610,True
141,False
2174,False
2556,False
370,True
2189,True
2592,False
1134,False
980,False
2362,True
3064,True
2235,False
104,True
2386,False
409,False
2141,False
1478,False
60,False
1880,False
2974,False
475,False
2527,False
257,False
3021,False
1016,True
2893,True
3453,False
1523,True
3659,False
881,False
843,False
1988,False
3191,False
1315,False
1361,False
955,True
2684,False
3573,False
551,False
2778,False
991,False
3138,False
3630,False
3470,False
1237,False
597,False
575,False
318,False
3556,False
2568,False
306,False
2652,False
2056,False
3629,False
717,False
2050,False
1298,True
294,True
2871,False
1820,False
11,False
1842,False
1726,False
2108,False
2876,False
2883,False
3583,False
699,False
2172,False
63,False
2175,False
1226,False
1569,False
2659,False
356,False
3073,False
3595,False
1961,False
1621,False
1328,False
1502,False
3054,False
2531,True
3764,False
1468,False
1703,False
3329,False
971,True
3492,False
413,True
2006,False
2588,False
2304,False
3378,True
932,False
3045,False
2895,False
1339,False
3758,False
2126,True
3258,False
618,True
2992,False
1537,False
2487,False
2194,False
2350,False
731,False
2034,False
2257,False
1196,True
144,False
2587,False
1779,False
2313,True
1904,False
806,False
1901,False
390,False
914,False
2506,False
1554,False
1759,False
834,False
880,False
2563,False
163,False
3680,True
336,False
1866,False
492,True
2128,False
2445,False
2359,True
90,False
1378,False
95,False
2280,False
2059,False
2516,True
459,True
1596,False
1173,False
1056,False
2961,True
2543,False
3018,False
1996,False
1900,False
1101,False
270,True
2855,False
1528,False
1969,False
1802,False
2176,False
1193,False
1701,False
1705,False
1711,False
2491,True
1142,False
1968,False
3360,False
2738,False
2694,False
1190,True
1403,False
966,False
3153,True
2342,False
2807,False
3339,False
301,False
1559,False
715,False
2827,False
3082,True
3148,False
66,False
802,False
548,False
1454,False
1939,True
2991,False
3006,False
2840,False
2202,False
1125,False
558,False
502,False
2080,False
2381,False
1744,False
559,True
2301,False
1590,False
2730,False
1312,False
412,False
985,False
2409,False
2639,False
3568,False
666,False
2966,False
3034,False
2277,False
1158,True
1491,False
2733,True
1388,False
3741,True
696,True
2920,True
1614,True
1542,False
926,False
2822,False
953,False
1979,True
3517,False
2806,False
231,False
2070,True
2054,False
3007,False
2269,False
2870,False
3394,False
1859,False
3113,True
3182,False
1588,False
2727,False
3456,False
268,False
3728,False
3747,False
844,True
776,False
938,False
687,False
112,False
1446,False
2680,False
52,False
2100,False
2371,False
3315,False
3765,False
1198,False
2504,False
3692,False
2708,True
1908,False
1862,False
2782,False
755,True
1955,False
1177,True
264,True
2985,True
3499,False
3469,True
2384,False
1078,False
822,True
2309,False
1433,True
226,False
523,True
2586,False
3525,False
1327,False
1571,False
1302,True
3205,False
2712,True
639,False
2137,True
2815,False
728,False
2325,False
1895,False
1746,False
2627,False
2898,False
242,True
2493,True
2396,False
1079,False
787,False
2596,False
173,True
2841,False
122,False
1271,False
710,False
3137,False
1394,True
3349,False
196,False
855,True
2908,False
1941,False
1365,False
1563,False
160,False
2014,False
3757,False
1277,True
2785,True
870,False
1146,False
1972,False
210,False
2247,True
455,False
2001,False
2463,False
3708,True
2149,False
3584,False
1555,False
685,False
2654,False
2630,True
617,True
1907,False
2735,True
1673,False
1637,False
719,False
1851,False
1057,False
1003,False
3116,False
3272,False
753,False
3344,False
2606,True
96,False
2675,False
1884,True
2559,True
3685,False
1861,False
501,False
1805,False
35,True
2901,False
1048,False
1582,False
968,True
3407,False
1514,False
427,False
321,False
1831,False
2196,False
838,False
1047,False
894,False
1538,False
3441,True
316,False
218,False
3713,False
831,False
3502,False
101,False
3763,False
3230,False
3175,False
3490,False
1783,False
2144,True
55,False
2273,False
924,False
1898,False
2567,False
1854,True
3325,False
1495,False
598,False
1634,False
2481,False
1803,False
507,False
2351,False
908,False
372,False
1918,False
2136,False
106,False
3611,True
3534,False
156,False
275,False
1887,False
2884,False
3115,False
2644,False
128,True
1286,False
1505,True
110,False
1275,False
1647,False
2477,False
3039,False
2591,True
1660,False
2252,False
606,True
204,False
3627,False
2821,False
2186,False
3737,False
3333,False
1080,False
1138,False
3252,False
1605,False
3430,True
973,False
2958,False
3176,False
3529,False
1981,False
1858,False
2819,False
3760,False
469,False
157,True
1611,False
261,True
3248,False
464,False
37,False
289,True
424,True
3275,False
3515,True
2637,False
3663,True
397,True
1564,False
1391,False
1244,False
2763,False
2214,False
1827,False
3750,False
2035,False
2411,False
3166,False
625,False
2751,False
3402,False
258,False
2950,False
166,False
2869,True
3298,False
1426,False
391,False
2179,False
1539,False
2201,False
2905,False
3071,False
768,False
3386,True
3593,False
2561,False
2964,False
626,True
3197,False
2410,False
2299,False
279,False
740,False
2420,False
1012,False
2636,False
111,True
1164,False
3127,False
2483,False
1926,False
1561,False
3224,False
3168,False
158,False
1025,False
2744,False
1135,False
1418,False
1419,False
1480,False
2003,False
1946,False
2346,True
2635,False
2766,False
2923,False
1161,False
3102,False
1840,False
2658,True
2442,False
1975,False
3304,True
3638,False
1628,True
1675,False
2605,False
3594,False
1583,False
103,False
898,False
1818,False
3590,False
2360,False
1863,True
314,True
2816,True
1099,False
649,False
2835,False
2673,True
2276,False
1993,False
1154,False
2205,False
399,False
1310,False
288,False
1405,False
3481,False
2941,False
91,True
2849,False
2948,False
732,False
913,False
2865,False
1334,False
1172,True
2107,False
2599,True
742,False
3356,True
2674,True
3343,False
630,False
2215,False
240,False
578,False
92,False
3179,False
333,False
3038,False
3699,True
614,False
1425,True
1936,False
1300,True
3251,True
1580,False
2505,False
1885,False
414,False
779,False
3214,False
1919,False
1971,False
2889,True
1396,False
3393,False
670,True
2317,False
748,True
3612,False
2227,False
2368,False
2686,False
3158,False
2645,True
3270,False
2192,False
3527,False
2620,False
754,False
2425,False
1570,False
1751,False
1990,False
3601,False
1031,False
2940,False
2164,False
2859,False
3100,False
590,False
462,False
1176,True
665,False
1686,False
3395,False
1693,False
3572,False
636,False
2647,False
1695,False
189,False
2790,False
303,False
2812,False
2037,False
940,False
1680,False
771,False
3748,True
3446,False
981,False
497,False
593,False
678,False
2851,False
1029,False
2068,True
723,True
704,False
904,False
2497,False
3350,False
1194,False
3658,False
1215,False
907,False
2022,False
171,False
2429,False
2932,False
1356,True
26,False
3096,True
139,False
2805,False
38,False
1781,False
3413,False
165,False
3229,True
1033,False
2518,True
3731,True
2340,True
2284,False
1075,False
1353,True
2836,False
952,False
2013,False
2095,False
2709,False
967,False
1947,True
612,False
1092,False
1370,False
2977,True
3327,False
3628,False
737,False
3457,False
2406,False
3218,True
2290,False
362,True
1719,False
2726,False
2449,True
1489,False
3668,True
1174,False
1210,False
2657,False
1248,False
1733,False
2989,False
2854,False
1367,False
3429,False
2514,False
2954,False
3524,False
2718,False
683,True
229,False
995,False
2535,False
1342,True
1576,True
334,False
1665,False
3056,False
1600,False
22,True
353,False
3530,False
75,True
2185,True
1855,True
1612,False
1307,True
3709,False
1067,False
162,False
146,False
3036,False
28,False
2079,True
435,False
2183,True
887,False
656,True
517,False
2520,False
1103,False
3150,False
1780,False
2161,True
2135,False
509,True
344,True
2197,False
2055,False
3279,False
3704,True
720,False
1655,False
1464,False
3564,False
2024,True
529,False
2305,False
3348,False
2217,False
847,False
1295,True
1684,False
2181,True
2705,False
3228,False
2074,False
222,True
3077,False
962,False
2115,False
278,True
1493,False
627,False
511,False
903,False
947,False
1736,False
925,False
1658,False
1397,False
2067,False
3125,False
3691,False
893,False
3766,False
1654,False
3163,False
2452,False
2283,False
3633,False
1662,False
3140,False
2598,False
3438,False
3074,False
1889,True
1423,True
3289,False
3290,True
804,False
543,False
262,True
935,False
830,False
3020,False
820,True
3110,False
1246,False
1360,True
3417,False
1105,False
1484,False
216,False
2143,True
1136,True
449,False
1240,False
950,True
2322,False
3119,False
954,False
2439,False
214,False
3436,False
3729,False
2447,False
1408,True
632,False
415,False
2858,False
74,False
2747,True
2526,False
2925,True
1515,False
2000,True
1145,False
3693,False
454,False
3582,True
2882,False
51,False
3576,False
